,data_clean,created_at,location,sentimen
2664,sangka korupsi mantan bupati inhil indra muchlis adnan langsung tahan,2022-12-28,"Riau, Sumatera, Indonesia",Negatif
2665,saksi korupsi ajun komisaris besar polisi bambang kayun jemput paksa komisi berantas korupsi,2022-12-28,,Positif
2666,polisi daerah banten tangan korupsi,2022-12-30,"Kota Serang, Banten",Positif
2667,sekali komisi berantas korupsi lidi duga korupsi selenggara formula komisi berantas korupsi sebut ekspose ulang kali,2022-12-27,Indonesia,Positif
2668,kurun tahun polisi daerah aceh delapan korupsi,2022-12-28,Aceh,Negatif
2669,heran polisi resor tanjung pinang nihil tuntas korupsi,2022-12-30,Provinsi Kep Riau,Negatif
2670,mayat bakar semarang duga pegawai negeri sipil saksi korupsi,2022-09-09,,Negatif
2671,ketua komisi berantas korupsi firli bahuri tengara paksa tim selidik naik status usut duga korupsi formula sidi tetap sangka,2022-12-29,,Positif
2672,adil myanmar jatuh vonis tujuh penjara aung san suu kyi dakwa korupsi sidang jumat kutip reuters vonis tambah hukum suu kyi penjara,2022-12-30,,Negatif
2673,korupsi proyek jalan sutami polisi daerah lampung tahan sangka hari momentum,2022-12-29,"Lampung, Indonesia",Positif
2674,komisi yudisial ky aku sulit sadap bicara oknum hakim duga main alias korupsi pasal prosedur guna wenang hitung rumit ketua bidang awas hakim investigasi ky joko sasmito,2022-12-28,,Negatif
2675,sidi tppu tindak korupsi proyek bts,2022-12-28,"Jakarta, Indonesia",Negatif
2676,dakwa korupsi proyek asrama haji lombok vonis bebas,2022-12-29,Indonesia,Negatif
2677,jaksa agung pakai pasal hukum mati korupsi minyak goreng,2022-04-20,,Negatif
2678,video pegawai negeri sipil saksi korupsi duga tewas bakar semarang,2022-09-09,,Negatif
2679,duga dalang korupsi dana hibah lira jawa timur gerebek kantor gubernur,2022-12-29,"Jakarta, Indonesia",Positif
2680,usut korupsi dana samisake kejar bengkulu tetap sangka,2022-12-27,Indonesia,Positif
2681,korupsi papua komisi berantas korupsi panggil anak buah arsjad rasjid pt indika energy,2022-12-29,Indonesia,Negatif
2682,jejak korupsi surya darmadi rugi negara rupiah triliun,2022-08-01,,Positif
2683,seleweng dana bos korupsi sekolah suap ppdb gelap infrastruktur,2022-12-30,Indonesia,Positif
2684,surya darmadi tetap sangka duga korupsi penyalahgunaan izin lokasi izin usaha kebun kawasan indragiri hulu duga tindak pidana bersamasama bupati indragiri hulu periode raja thamsir rachman,2022-08-15,,Positif
2685,mantan presiden federation of international football association sepp blatter wakil presiden michel platini nyata salah duga korupsi adil swiss,2022-07-08,Indonesia,Negatif
2686,ferdy sambo tengok sidang putus kkep mantan narapidana korupsi raden brotoseno jumat pagi juli sore tanggal brigadir nyata tewas bunuh,2022-12-29,"Jakarta Capital Region, Indone",Negatif
2687,polisi tetap sangka korupsi kedelai aceh barat,2022-12-29,"Pulo Gadung, Indonesia",Positif
2688,diri pt duta palma grup surya darmadi tetap sangka duga korupsi lahan sawit luas hektare kabupaten indragiri hulu provinsi riau,2022-08-19,,Negatif
2689,neymar dakwa duga tipu korupsi libat mantan presiden barcelona,2022-10-18,Indonesia,Negatif
2690,tulis kertas karton tumpu uang surya darmadi tetap sangka duga korupsi serobot lahan luas hektare riau surya jerat bupati kabupaten indragiri hulu periode raja thamsir rachman,2022-08-30,,Negatif
2691,serah duga korupsi badan usaha milik desa pucaksari jaksa tuntut umum aju kasasi,2022-12-29,Jakarta,Positif
2692,ppatk sumber dana cuci uang besar korupsi narkotika,2022-12-30,Indonesia,Positif
2693,dasar catat jppi korupsi lingkung sekolah tingkat capai,2022-12-30,Jakarta - Indonesia,Negatif
2694,besar tangan jaksa korupsi kuasa lahan negara giat usaha kelapa sawit pt duta palma grup dakwa surya darmadi,2022-12-30,Jakarta - Indonesia,Positif
2695,kejar aceh utara naik status duga korupsi bangun rumah sakit rsu pratama lhoksukon anggar,2022-12-30,Aceh,Positif
2696,komisi berantas korupsi tetap orang sangka tindak pidana korupsi tingkat banding capai,2022-12-28,Indonesia,Positif
2697,sangka korupsi minyak goreng tahan rumah tahan salemba cabang jaksa negeri jakarta pusat,2022-05-17,,Negatif
2698,geledah komisi berantas korupsi rabu sebelas siang duga kait sidi dana hibah sangka wakil ketua dewan wakil rakyat daerah jawa timur sahat tua simanjuntak tetap sangka korupsi dana hibah anggar dapat dan belanja daerah jawa timur,2022-12-22,,Positif
2699,geledah kait duga korupsi sedia infrastruktur base transceiver station bts infrastruktur dukung paket,2022-11-08,,Positif
2700,nama angelina sondakh asing telinga masyarakat indonesia kali kenal puter indonesia jerat korupsi wisma atlet palembang,2022-12-28,Indonesia,Negatif
2701,komisi berantas korupsi jemput paksa saksi duga korupsi ajun komisaris besar polisi bambang kayun,2022-12-28,,Positif
2702,ppatk temu tppu dominasi laku narkoba korupsi,2022-12-28,,Negatif
2703,eks bupati lombok barat zaini arony mantan pidana korupsi terjun dunia politik daftar calon dewan wakil daerah ri,2022-12-30,Jakarta,Negatif
2704,adil arab saudi pekan sidang duga korupsi ungkap lembaga anti korupsi,2022-12-29,Indonesia,Positif
2705,mantan kepala staf angkat udara agus supriatna sindir komisi berantas korupsi hadir saksi sidang korupsi ada helikopter agustawestland aw,2022-12-28,Indonesia,Negatif
2706,tambah vonis korupsi aung san suu kyi total di bui,2022-12-30,,Negatif
2707,komisi berantas korupsi terap sistem sulit bobol laptop sidang korupsi wali kota yogyakarta jalan,2022-12-28,Jakarta,Negatif
2708,laman koruptor jual deskripsi jerat masingmasing koruptor muhammad nazaruddin deskripsi korupsi wisma atlet hambalang,2022-01-20,,Negatif
2709,rugi negara hasil selamat asal korupsi tangan pidsus indonesia,2022-12-30,,Positif
2710,ratus dominasi langgar undang undang informasi transaksi elektronik susul duga korupsi tambang,2022-12-30,,Positif
2711,icw tindak korupsi aparat tegak hukum mayoritas kutat jerat jabat desa,2022-12-28,Jakarta,Negatif
2712,kajati kalimantan barat upaya hukum kasasi duga korupsi dakwa joni isnaini,2022-12-29,,Negatif
2713,kejat daerah khusus ibukota jakarta usut duga korupsi ada satelit menteri tahan limpah jaksa agung,2022-12-29,Jakarta,Negatif
2714,sidik jaksa negeri bojonegoro tetap kades deling net herawati sangka duga korupsi kelola uang desa,2022-12-29,,Positif
2715,sangka nih ada sangka perkara duga tindak pidana korupsi sangka,2022-12-29,,Positif
2716,langkah cegah korupsi mahkamah agung cegah suap hakim agung ulang,2022-12-30,,Negatif
2717,kejar kabupaten tasikmalaya eksekusi orang sangka duga tindak pidana korupsi beri kredit fiktif bank cij via,2022-12-30,,Positif
2718,presiden bentak ketua komisi berantas korupsi henti usut korupsi elektonik kartu tanda duduk seret setya novanto penjara likaliku rugi negara triliun rupiah cerita eks ketua komisi berantas korupsi agus rahardjo kali publik,2023-12-01,"DKI Jakarta, Indonesia",Negatif
2719,dakwa korupsi tambang pt antam miliar hasil korupsi juta celine evangelista nilai milik koneksi jaksa agung sidang celine sapa jaksa agung st burhanidin papa,2023-11-02,"DKI Jakarta, Indonesia",Positif
2720,jaksa agung jagung st burhanuddin sebut mega korupsi bts selesai sakit hati publik upaya selamat menteri pemuda olahraga menpora dito ariotedjo rujuk hasil audit badan awas uang bangun,2023-07-27,,Negatif
2721,menteri komunikasi dan informasi johnny plate jaksa agung periksa duga korupsi base transceiver station anggar rupiah triliun menteri saksi gubris wartawan lemas sarap dengar bad suasana hati pusing semangat joni,2023-02-14,"DKI Jakarta, Indonesia",Negatif
2722,hasnaeni alias wanita emas jalan sidang tindak pidana korupsi simpang seleweng guna dana pt waskita beton precast hasnaeni status dakwa korupsi momen hasnaeni tawa majelis hakim aju,2023-07-05,"DKI Jakarta, Indonesia",Negatif
2723,korupsi vonis ringan bilang perilaku bagus etis ya orang tidak apa apa publik tegur kak lina di penjara,2023-09-19,Indonesia,Negatif
2724,rugi negara timbul korupsi triliun lansir data tren vonis korupsi icw hemat ada kuasa negara rugi hemat,2023-12-29,,Negatif
2725,istirahat news jaksa agung tetap menteri komunikasi informatika johnny plate sangka tetap sangka duga korupsi sedia menara base transceiver station bts kominfo,2023-05-17,Jakarta Capital Region,Positif
2726,di jalan menang februari orang pimpin bangsa trllu rusa benah aparat suka main hakim boyolali korupsi,2023-12-30,"ÜT: -6.1389099,106.7214539",Negatif
2727,sayonara firli bahuri komisi berantas korupsi rekam jejak langgar etik sangka korupsi catat sejarah berantas korupsi negeri,2023-12-29,Jakarta ,Positif
2728,chuakz komisi berantas korupsi komisi berantas korupsi sidi duga korupsi ada proyek alat lindung apd lingkung menteri sehat kemenkes anggar kepala berita komisi berantas korupsi ali fikri nilai proyek,2023-11-13,대전,Positif
2729,komisi berantas korupsi tahan hakim agung nonaktif gazalba saleh kamis gazalba saleh tahan tetap sangka gratifikasi tindak pidana cuci uang tppu dasar cukup alat bukti naik,2023-12-01,,Positif
2730,medan asai keluarga preman pp marga sah keluarga nadine sah preman kelas kakap turun asia selatan india pakistan bangladesh kali preman suku turun hadang wartawan liput rekonstruksi korupsi dewan wakil rakyat daerah,2023-02-27,,Negatif
2731,selamat pagi duga korupsi beras bansos daerah khusus ibukota juta akun baca media copy paste twit viral diam buzzerp yohanies kamikaze bela junjung bisu ada ya,2023-01-11,ig. @tetapKurawa ,Negatif
2732,skandal mega korupsi asabri jiwasraya hasil bongkar prof isu selesai jiwasraya selesai jalur perdata mahfud otot selesai jalur pidana asabri beliau ancam,2023-12-28,Indonesia,Negatif
2733,istirahat pungut liar aparatur sipil negara boyolali penting partai akibat postingan kemarin masyarakat boyolali berani lawan pungut liar korupsi lapor komisi berantas korupsi bupati nama koordinator paguyuban kena lapor,2023-11-22,Indonesia,Negatif
2734,korupsi kenal batas bangun ibadah korup sekretaris bpbd halmahera selatan rusli basir lari birit periksa tim malu utara kait duga korupsi bangun masjid anggar miliar,2023-10-26,Indonesia,Negatif
2735,presiden jokowi lantik amran sulaiman menteri tani rabu istana merdeka waktu indonesia bagi barat amran ganti syahrul yasin limpo tahan komisi berantas korupsi duga korupsi lingkung menteri tahan amran sulaiman jabat,2023-10-25,,Negatif
2736,komisi berantas korupsi komisi berantas korupsi modus duga korupsi tunjang kerja tukin menteri energi dan sumber daya mineral salah ketik nominal tunjang,2023-03-30,Jakarta Capital Region,Negatif
2737,polisi daerah metro jaya tetap ketua komisi berantas korupsi firli bahuri sangka duga peras mantan menteri tani syahrul yasin limpo tetap firli bahuri ketua komisi berantas korupsi ri sangka perkara duga tindak pidana korupsi,2023-11-23,,Positif
2738,beda respon susilo bambang yudhoyono paloh kader tangkap korupsi susilo bambang yudhoyono bikin konferensi pers pecat kader sangka korupsi partai paloh bikin konferensi pers undang calon presiden boneka ancam jaksa agung bela kader korupsi triliun prihatin,2023-05-18,"DKI Jakarta, Indonesia",Negatif
2739,komisi berantas korupsi tetap mantan direktur utama pt pertamina karen agustiawan sangka duga korupsi ada gas alam cair liquefied natural gas lng pt pertamina persero kuat bukti mula,2023-09-20,,Positif
2740,perintah investigasi jambore laksana jambore leceh seksual perkosa masuk bangun izin curi duga korupsi kolusi nepotisme siap jambore orang tangkap,2023-08-21,TMIHarini,Negatif
2741,pidana korupsi bansos mantan menteri sosial juliari batubara remisi khusus natal juliari putri candrawathi pidana bunuh rencana brigadir josua hutabarat remisi natal remisi,2023-12-26,,Negatif
2742,uang hasil korupsi koruptor wajib kembali pidana korupsi sejahtera rakyat jaksa ri laksana tugas wenang salah aparat tegak hukum agam,2023-12-30,Indonesia,Negatif
2743,eks menteri komunikasi dan informasi johnny gerard plate vonis penjara majelis adil tindak pidana korupsi rabu johnny bukti korupsi sedia base transceiver station kemenkominfo rugi negara rupiah triliun johnny harus,2023-11-08,,Negatif
2744,gelenggeleng dengar saksi jonathan latumahina sidang cepat sembuh ya david pokok hukum sih mario dandy kawal bapak rafael alun sangka korupsi,2023-06-15,,Negatif
2745,periode pimpin jokowi presiden enam menteri lilit korupsi enam nama ada,2023-10-06,,Negatif
2746,komisi berantas korupsi tetap wakil menteri hukum ham edward omar sharif hiariej alias eddy hiariej sangka duga korupsi wakil ketua komisi berantas korupsi alexander marwata terang tetap eddy hiariej sangka ditandatangani minggu,2023-11-10,,Positif
2747,aduh siskaeee sangka kasus segarcep kasuskasus korupsi usut komisi berantas korupsi ya,2023-12-28,Indonesia,Negatif
2748,jaksa hasil tangan korupsi sangka kelas kakap tetap sangka petinggi badan usaha milik negara petinggi negara bts jiwasraya asabri gula kelapa sawit bravo jaksa,2023-12-30,Dihati mu,Positif
2749,drama dakwa korupsi lukas enambe masuk episode admin ngitungin mantan gubernur nonaktif papua enembe sidang dakwa tiba tiba teriak jaksa baca dakwa terima suap rupiah,2023-06-20,,Negatif
2750,jaksa agung resmi tetap menteri komunikasi dan informasi johnny plate sangka korupsi proyek bangun bts bakti kominfo rabu kantor jaksa agung ri langsung tahan rumah tahan salemba pagi johnny plate periksa,2023-05-17,Indonesia,Negatif
2751,komisi berantas korupsi resmi tetap mantan menteri tani syahrul yasin limpo sangka duga korupsi lingkung menteri tani syahrul agenda jalan periksa komisi berantas korupsi rabu periksa,2023-10-11,,Positif
2752,sangka duga korupsi base transceiver station bts kominfo jalan sidang tuntut adil tindak pidana korupsi jakarta menteng rabu jaksa tuntut mantan menteri komunikasi dan informasi johnny plate penjara direktur utama badan aksesibilitas,2023-10-25,,Positif
2753,sedia butuh desak rakyat beliau orang beliau ambil putus cepat rakyat siap air rakyat orang salah paham hubung isu korupsi mustahil iya butuh,2023-12-30,Jakarta,Negatif
2754,presiden jokowi speak up terang mantan ketua komisi berantas korupsi periode agus rahardjo seret nama agus kamis kemarin bilang ada minta presiden henti korupsi elektonik kartu tanda duduk jerat ketua dewan wakil rakyat,2023-12-04,,Negatif
2755,menteri jokowi tengara sangkut korupsi salah prabowo,2023-12-29,Jakarta Capital Region,Negatif
2756,polisi daerah sumatra utara hasil selamat uang negara miliar korupsi penyalahgunaan subsidi,2023-12-30,"Kota Medan, Sumatera Utara",Positif
2757,tunda periksa ketua partai bangkit bangsa muhaimin iskandar penuh panggil komisi berantas korupsi kamis cak imin periksa saksi kait duga korupsi sistem proteksi tenaga kerja indonesia menteri ketenagakerjaan perkara komisi berantas korupsi,2023-09-07,,Positif
2758,wp warga negara patuh kasih apresiasi warga negara warga negara patuh lapor bonus tugas terima lapor warga negara kabar oknum patuh korupsi habis,2023-04-01,di suatu tempat ku berpijak,Negatif
2759,menteri tani terang hilang kontak menteri tani syahrul yasin limpo kabar tetap syahrul yasin sangka duga korupsi wakil menteri tani terang cari ada syahrul yasin limpo,2023-10-04,,Negatif
2760,respons tiktokters kritik lampung komisi berantas korupsi infrastruktur cepat rusak patut curiga korupsi baca,2023-04-17,Jakarta,Negatif
2761,heran korupsi peras napi indonesia dprri partai partai bangkit bangsa bawa untung menang anis jawa timur masyarakat bodoh juang manusia keji kejam tolong warga di sana jamgan pilih rino lande,2023-12-30,Indonesia,Negatif
2762,komisi berantas korupsi komisi berantas korupsi agenda panggil mantan komisioner komisi pemelihan umum wahyu setiawan kamis panggil wahyu kait duga suap sangka mantan kader calon legislatif partai demokrasi indonesia juang harun mas,2023-12-28,Jakarta Capital Region,Positif
2763,jaksa agung rangkai periksa saksi kait duga tindak pidana korupsi kelola tata niaga timah pt timah periksa direktur utama pt timah jabat pt antam periksa saksi,2023-12-30,"Metro Barat, Indonesia",Positif
2764,ketua komisi berantas korupsi firli bahuri periksa saksi polisi daerah metro jaya kait duga peras mantan menteri tani syahrul yasin limpo firli rencana periksa polisi daerah metro jaya periksa,2023-10-24,,Positif
2765,ambivalen wajib negara periksa kait korupsi jahat rakyat sisi masalah cak imin rekan kontestasi politik jadi hukum bahan jegal an bahaya bangsa,2023-09-02,...bersama yang lemah...,Negatif
2766,anggota iii badan periksa uang achsanul qosasi sangka korupsi proyek menara base transceiver station bts jaksa agung langsung tahan achsanul jalan periksa jaksa agung jumat nama achsanul muncul sidang,2023-11-03,,Positif
2767,kepala polisi republik indonesia jenderal listyo sigit prabowo sangka korupsi tingkat orang dibandingka sangka hasil ungkap rugi negara capai rupiah triliun,2023-12-28,Jl. Kebahagiaan No.4-14Jakarta,Positif
2768,korupsi komoditi emas jaksa agung sita kilogram logam mulia,2023-12-29,Jakarta,Positif
2769,pagi informasi kali duga korupsi jalan komisi berantas korupsi,2023-06-14,,Positif
2770,jaksa agung bekuk buron buron bekuk buron korupsi orang nonkorupsi moga manfaat masyarakat program jaksa,2023-12-29,,Negatif
2771,jaksa agung sita kilogram logam mulia duga korupsi komoditi emas korupsi komoditas emas tangan iris ungkap rupiah triliun alir dana duga tindak pidana cuci uang tppu lapor ppatk,2023-12-30,,Positif
2772,kuis pilih presiden indonesia selamat tumpu hutang politik dinasti rakayat belah tidak adil anggur tani miskin nelayan miskin kuasa otoriter ham berat nepotisme korupsi kolusi,2023-12-29,Pinggiran Betawi - Kegusur,Negatif
2773,sistem perintah indonesia papua desain jerat pimpin papua libat korupsi hukum,2023-12-26,,Negatif
2774,provinsi sumatra utara sumatra utara sarang korupsi oknum jabat teliti sentra advokasi hak dasar rakyat sahdar hidayat chaniago tren korupsi tuntut korupsi sidang adil,2023-12-29,"Pulo Gadung, Indonesia",Negatif
2775,menteri muda ri menpora dito ariotedjo seret korupsi bts kominfo,2023-07-02,"Pulo Gadung, Indonesia",Negatif
2776,kembali dana korupsi selesai serius,2023-12-30,NKRI,Positif
2777,menteri komunikasi dan informasi johnny plate tetap sangka kait duga korupsi bts bakti kominfo negara duga rugi rupiah triliun,2023-05-17,,Positif
2778,tahan komisi berantas korupsi korupsi suap ketok palu pindah lembaga masyarakat kelas iia jambi namanamanya,2023-12-28,,Negatif
2779,sita logam mulia kg tim sidik jam pidsus korupsi emas antam jakarta timur,2023-12-29,,Positif
2780,wamenkumham eddy hiariej usir rapat dewan wakil rakyat status sangka duga korupsi,2023-11-21,Indonesia,Negatif
2781,polisi daerah sulawesi utara jajar tangan korupsi rugi negara rupiah baca lengkap di sini,2023-12-29,Jalan Bethesda No. 62 Manado,Negatif
2782,pagi over thinking berita selingkuh laku gampang hujat sosial ramairamai korupsi korupsi beda ya,2023-12-30,,Negatif
2783,kejat banten tangan korupsi,2023-12-28,"Banten, Indonesia",Positif
2784,kejat henti korupsi dana hibah koni banten,2023-12-28,"Banten, Indonesia",Positif
2785,libat tiga korupsi dana desa nonotbatan ttu jaksa kembali berkas sidik,2023-12-29,,Positif
2786,kejar lubuklinggau selamat juta rupiah uang negara korupsi nila miliar jaksa negeri lubuklinggau selamat juta uang negara miliar rugi negara,2023-12-30,,Positif
2787,guys menteri jokowi kena korupsi kirakira bikin gelenggeleng guys well moga ada ya,2023-12-28,,Negatif
2788,stalk orang dekat dulunya seret korupsi,2023-12-28,-Indonesia-,Negatif
2789,sorot kabupaten purwakarta cerai korupsi dana anggar btt cabul oknum guru aji,2023-12-29,"Jl. Ahmad Yani No 110, Subang.",Positif
2790,catat tahun sahdar korupsi sidang adil negeri medan,2023-12-29,Medan,Negatif
2791,korupsi dana desa kuak konferensi pers polisi resor agara lira ajar,2023-12-28,Medan,Positif
2792,kejar siak naik sidi korupsi bpbd rugi negara rupiah miliar,2023-12-29,"Jakarta, Indonesia",Positif
2793,salut susilo bambang yudhoyono kader demokrat kena korupsi susilo bambang yudhoyono bela segan pecat beda partai demokrasi indonesia juang orangorang,2023-12-29,your heart 🌹,Negatif
2794,komisi berantas korupsi buka suara saksi korupsi kabar bunuh,2023-12-28,Indonesia,Negatif
2795,kejat bal eksekusi korupsi,2023-12-29,"Denpasar, Bali",Negatif
2796,henti nya cak duren malu kubu korupsi bts aktor utama nasional demokrat partai koalisi partai demokrasi indonesia juang cak duren beban cak angin,2023-12-28,Indonesia,Positif
2797,vonis penjara korupsi eks kades hilang,2023-12-29,"Yogyakarta, Indonesia",Negatif
2798,kejar batu tegas korupsi puskesmas bumiaji lanjut ada sangka aparatur sipil negara,2023-12-28,,Negatif
2799,usaha ngakalin tanggung karyawan lingkung tidak mau beban pajak bikin usaha cangkang korupsi usaha kongkalikong orang perintah sih,2023-12-27,Land of Dawn,Negatif
2800,internet ende ntt lambat kaesang singgung korupsi bts,2023-12-29,Indonesia,Negatif
2801,digitalisasi kartu tanda duduk guna elektonik kartu tanda duduk fotokopi fotocopi elektonik kartu tanda duduk rusak chipnya baca pakai card reader elektonik kartu tanda duduk tuju tenggelam korupsi elektonik kartu tanda duduk elektonik kartu tanda duduk pakai email tanya program,2023-12-29,di hati mu,Negatif
2802,aib bangsa buka ketua maka pecat langgar etika berat ketua sangka korupsi wamenkumham sangka peras pimpin sangka korupsi menteri bukti korupsi lanjut,2023-11-23,,Positif
2803,perintah daerah ya kayak pimpin sandera korupsi nih,2023-12-28,"Banten, Indonesia",Negatif
2804,my wild opinion korupsi level rt usut tutup nih negara bikin mirip tax amnesty korupsi lt undang undang ampas aset koruptor sah putih pindah on awas super ketat hukum mati,2023-12-29,Bandung,Negatif
2805,korupsi jerat anak buah jokowi jabat hasil ungkap komisi berantas korupsi jaksa agung polisi republik indonesia lengkap,2023-12-28,Indonesia,Positif
2806,dakwa korupsi pagar dinas terna saree vonis penjara,2023-12-29,,Negatif
2807,sandung korupsi gratifikasi karier politik lukas bilang cemerlang kilas jalan karier lukas enembe,2023-12-28,"Palmerah, Jakarta",Negatif
2808,bongkar korupsi mas bongkar janji manis bohong calon legislatif calon presiden,2023-12-27,"Swisttal, Deutschland",Negatif
2809,duga korupsi impor emas jaksa agung sita keping logam mulia,2023-12-29,Indonesia,Positif
2810,salah kini republik dominika lansir amnesty international jurnalis nama nuria piera investigasi korupsi kelas kakap temu spyware handphonenya detilnya,2023-06-12,"Jakarta, Indonesia",Negatif
2811,internet ende ntt lambat kaesang singgung korupsi bts,2023-12-29,Jakarta,Negatif
2812,kaesang singgung bts ende ntt harap korupsi,2023-12-29,Jakarta,Negatif
2813,berkas korupsi mantan keuchik pidie limpah jaksa tuntut umum,2023-12-29,"Aceh, Indonesia",Positif
2814,kejar batu tegas korupsi puskesmas bumiaji lanjut ada sangka aparatur sipil negara,2023-12-28,Kota Batu Jawa Timur,Negatif
2815,kak jokowi lengser korupsi jokowi menteri bongkar anggar mark up malu,2023-12-28,,Negatif
2816,korupsi eks wali kota bima muhammad lutfi sidang,2023-12-29,Jakarta,Negatif
2817,kurun tahun polisi daerah sumatra utara bongkar korupsi total kaya negara selamat miliar via,2023-12-30,"Medan, Indonesia",Negatif
2818,kejat tetap sangka korupsi koni lampung hari momentum,2023-12-28,,Positif
2819,huh anjing ceunah elektonik kartu tanda duduk umur hirup tidak jijik kahareup ada berita korupsi ikd jiga setya novanto,2023-12-28,"Purwakarta, Jawa Barat",Negatif
2820,tiang butuh jabat pindah tiang listrik tersandra korupsi fix milihnya tiang listrik,2023-12-27,,Negatif
2821,ahok periksa duga korupsi lng pertamina valid nih info ya,2023-12-29,"Sumatera Utara, Indonesia",Negatif
2822,kaleidoskop tangan kriminal sulut korupsi judi online siber,2023-12-30,Jakarta,Negatif
2823,korupsi triliun suami puan maharani kah berita tenggelam jatah calon wakil presiden cita pasang calon berantas korupsi triliun triliun ada,2023-12-27,"Banten, Indonesia",Negatif
2824,malas komentar politik hobi komentar bts calon wakil presiden lupa korupsi bts motor menteri partai koalisi usung amin,2023-12-28,Indonesia,Negatif
2825,kejat kalimantan tengah tahan sangka duga korupsi batu bara usaha listrik negara,2023-12-28,"Jl. RTA Milono Km 2,5 Palangka",Positif
2826,menpora dito ariotedjo angkat bicara kait periksa duga libat korupsi bts kominfo lengkap,2023-07-04,Indonesia,Positif
2827,polisi daerah banten selesai korupsi rugi negara rupiah miliar radar banten,2023-12-29,Indonesia,Negatif
2828,nama achsanul qosasi muncul korupsi tower bts bakti kominfo sidang lanjut adil negeri adil negeri tipikor jakarta senin ya nama presiden madura united salah dakwa galumbang menak simanjuntak,2023-10-25,Indonesia,Negatif
2829,tahan komisi berantas korupsi korupsi suap anggar dapat dan belanja daerah provinsi jambi pindah lembaga masyarakat jambi,2023-12-28,"Kota Jambi, Jambi",Positif
2830,lurah caturtunggal agus santoso nyata bukti salah tindak pidana korupsi mafia tanah kas desa vonis bui jatuh denda ratus juta dab,2023-12-29,"Yogyakarta, Indonesia",Negatif
2831,tahan komisi berantas korupsi korupsi suap anggar dapat dan belanja daerah provinsi jambi pindah lembaga masyarakat jambi,2023-12-28,"Kota Jambi, Jambi",Positif
2832,jaksa agung periksa kakak kait korupsi komoditi emas,2023-12-29,"Kota Medan, Sumatera Utara",Positif
2833,komentar wakil presiden maruf korupsi firli bahuri indeks prestasi komisi berantas korupsi anggap buruk,2023-12-28,"Jakarta, Indonesia",Negatif
2834,presiden joko widodo resmi bts daerah tinggal depan luar bangun mangkrak korupsi,2023-12-28,"Jakarta, Indonesia",Negatif
2835,proses bangun bts mangkrak kendala korupsi proyek hasil selesai,2023-12-28,"Jakarta, Indonesia",Negatif
2836,jokowi singgung korupsi resmi bts kominfo,2023-12-29,JKT-INA,Negatif
2837,bangun bts daerah mangkrak korupsi hasil rampung menteri komunikasi dan informasi budi arie ungkap rahasia,2023-12-28,"Jakarta, Indonesia",Positif
2838,apa alas sulit terima orang masalah korupsi jis elektonik kartu tanda duduk jahat ham wadas terima lapang dada maruarar sirait,2023-12-30,,Negatif
2839,duka almarhum jerat korupsi dukung ya logika salah duka,2023-12-28,"Bekasi Utara, Indonesia",Negatif
2840,sandung korupsi bacaleg dewan wakil rakyat daerah provinsi pulau riau coret komisi pemelihan umum,2023-12-28,"Batam, Kepri",Negatif
2841,aduh pecat langgar etik status sangka korupsi ayo alex marwata konpers label merahhitam busa bina firli,2023-12-29,,Negatif
2842,dito ariotedjo terima desa mundur menpora seret korupsi sedia menara bts infrastruktur bakti kominfo dito hak keluar opini,2023-07-03,Indonesia,Negatif
2843,kades mantan kades jerat korupsi,2023-12-28,"Semarang, Jawa Tengah",Negatif
2844,kejat sangka duga korupsi koni lampung inisial fn an kamis baca lengkap,2023-12-28,"Bandar Lampung, Lampung",Positif
2845,polisi daerah pulau riau rilis tonjol korupsi tetap sangka,2023-12-29,"Orchad Walk Blok H-1, Batam",Positif
2846,kejat simpang dana hibah duga korupsi koni lampung jumat baca lengkap,2023-12-29,"Bandar Lampung, Lampung",Positif
2847,ganjal korupsi jokowi bangun bts jalan,2023-12-29,,Negatif
2848,berkas perkara korupsi beasiswa,2023-12-29,Aceh,Negatif
2849,achsanul qosasi resmi tahan jaksa agung jumat kait duga korupsi proyek menara base transceiver station bts presiden klub madura united kena rompi tahan warna merah muda tangan borgol,2023-11-03,Indonesia,Negatif
2850,korupsi bongkar warga desa mundurejo bongkar jalan paving,2023-12-28,,Negatif
2851,berkas lengkap eks wali kota bima lutfi adil duga korupsi via,2023-12-29,Indonesia,Negatif
2852,dito ariotedjo korupsi sedia menara bts infrastruktur bakti kominfo seret johnny plate rugi negara rupiah triliun dito penuh panggil jaksa agung senin waktu indonesia bagi barat,2023-07-03,Indonesia,Negatif
2853,city hasil prestasi anak cabut bapak bukti korupsi prestasi uang korupsi bapak bajyak fasilitas juang prestasi anak sumber uang,2023-02-08,Mojokerto,Negatif
2854,city hasil prestasi anak cabut bapak bukti korupsi prestasi uang korupsi bapak bajyak fasilitas juang prestasi anak sumber uang,2023-02-08,Mojokerto,Negatif
2855,orang vonis sangka korupsi dana hibah koni lampung,2023-12-30,"Pulo Gadung, Indonesia",Negatif
2856,cak imin sebut korupsi bts bikin internet indonesia rata respons partai nasional demokrat kader sangkut korupsi,2023-12-29,Jakarta,Negatif
2857,ketua komisi berantas korupsi prioritas tangkap buron harun mas upaya tingkat percaya masyarakat komisi berantas korupsi turun salah satu akibat sangka firli bahuri ketua komisi berantas korupsi nonaktif korupsi mantan,2023-12-28,,Negatif
