,data_clean,label
2325,beda percaya athaya cinta kartika samasama tajuk hawa cinta kelamin cinta hati,Positif
2326,selamat tanggal mas terima kasih sabar sabar teruuuss aku capai capai ingat ya sayang kamuuu,Positif
2327,takut nikahbuat anaktakut nikah bahagiain pasangantakut anak banding banding,Negatif
2328,nama guna happy anniv bil wkwk langgeng radiiitt gila radit niat foto foto ucap annivnyaa dibantuin cewek di sini,Positif
2329,jatuh cinta pandang mata,Positif
2330,nama guna tidak usah obsesi pacar gapenting santai ajaaaa dd tidak mau tinggal cowok tidak ada dekat mbak,Positif
2331,lucky me ada kangen sayang uwe rantau ada ganti keluarga teman rantau sayang mirip kakak tuhannn sayangg sekali uwe nempatin orang keliling uwe,Positif
2332,cinta sex cinta murah cinta harga sex cinta sejati nilai harga,Positif
2333,ku langsung jatuh cinta dengar lagu playlist yaudahh gilir dengar live enak crowd nya parah sekali haru kali ina hype sekali freddy cinta guys terus,Positif
2334,via vallen kadang pikir nikmat dangdut koplo panturanan smisal suguh biduan tampil seronok goyang maut ada uniform resource locator,Negatif
2335,papa lihat duduk panggung pelamin lela anggap ganti papa senyum bahagia,Positif
2336,eh anu telepon orang tipu sih lapor polisi dasar nomor telepon nomor teregisterasi ya ditindaklanjuti ya maksud biar orang tangkap makan korban,Negatif
2337,fokus niat raih hati cinta sayang izin getar cinta hangat jiwa haus kasih sayang,Positif
2338,im yoona cantik sekali buset talented good personality kesayanganqu pokok cinta mati sekali yoona uniform resource locator,Positif
2339,emiss cari kemanamana di sini ya selamat cantik hariharinya pilih jurus moga malam senang ya,Positif
2340,ada manusia tindak tanduk ada manusia paham salah salah hawa nafsu,Positif
2341,citra ah ada orang grup angkat enggak tau wkwk tenang temund malas grup angkat takut cuek ada,Positif
2342,keluh protes hidup and every problem in it malu too many blessings lewat disyukurin,Negatif
2343,tidak suka ada ribut cewek baru instagram kutip singgung geng benci sebar mana cerita versi ekstrem nya nih sindir cewek,Negatif
2344,fukudakobali ramen baik lidah selera enak ramennya puas porsi kenyang,Positif
2345,sih akhirakhir radikal booming radikalitas juang biar roboh terpa angin hanyut bawa gelombang pohon oak tumbuh lawan angin kokoh kuat semen roda uniform resource locator,Positif
2346,nama guna nama guna nama guna demokrasi mundur bebas ekspres terus pantau kuasa,Negatif
2347,ketemu teman manhaj sastra baca mirip temu harta karun bicara karakter plot rupa arang ke utara ngidul henti suka,Positif
2348,sih presiden kualitas gantung kelompok orang ya event aksi aksi deh hehe uniform resource locator,Negatif
2349,nama guna malam sekitar flyover tanjung barat arah ragunan ada gerombol anak muda sotr mohon tindak terima kasih,Negatif
2350,sayang takut hilang ku,Positif
2351,ada cowok telpon ke rumah temu papa pasang wajah keren dunia papa kuping intip obrol dua ruang tamu,Negatif
2352,jatuh cinta mirip orang tokoh cerita wattpad gambar plek ketiplek jatuh cinta,Positif
2353,emanga mirip masalaha sih sepele bikin turun,Negatif
2354,selamat siang sayang makan siang kah buat makan siang makan ya habis buang capai masak,Positif
2355,idm sih halus bilang teman toxic takut sakit hati kasarin nama guna,Negatif
2356,kemarin benar give up dasnut materisoal kuiz ajar kuiz baca masuk otak benar modal doapasrah pusing flu pas menang,Negatif
2357,dak ayo lebaran bandung tar biaya makan akomodasi pikir tar izin aja bandung,Positif
2358,mimpi kali yakedip berkalikali kaget letakin lengan meja numpu dagu sayang bilang sih masak aigoo pacar keren,Positif
2359,tulis inggris cek kamus cek ku hapus takut salah grammar,Negatif
2360,mandi lanjut makan pagi wbs pstw bm ih jambar wbs total care makan pagi bantu pjlp tambah energi badan segar sehat stamina jaga,Positif
2361,lebaran rindu sosok wanita pandai simpan rahasia tata rapi rengginang crispy di dalam kaleng tanggo kemas layak kado,Negatif
2362,yakin ada nanti lepas sabar jalan buat terpana lupa pedih sakit ali bin abi thalib,Positif
2363,lihat presiden mirip cepat ya pilih presiden kayak pilih lihat presiden us mirip the world is running at snail pace ngejabat like what the fuck,Negatif
2364,sih ngerasanya kosong tombol ekspresi mana dkit ada temu pencet kayak langsung ledak bahaya,Negatif
2365,fisik cinta cinta,Positif
2366,pria seram ya ekspresi seram tohok ah baiklahbaiklah etto iie juvia salah orang,Negatif
2367,banyak cewek kriteria cari pacar lucu cewek ganteng lucu definisi lucu di sini ganteng jelek qismin tolong paham,Negatif
2368,jalan aga ramai orang jual lihat ada dagang baju baju tulis gila mesti sih mirip gitunya kadang bingung ya orang indonesia ada syukur,Negatif
2369,suka makan sirip hiu tenggelam bu nama guna ikan metromini dimamam sirip saja makan bodynya,Negatif
2370,cinta kasih cinta mu cinta tulus setia pasang cinta suami dua,Positif
2371,cerita makan malam ala korea pas belanja bulan eee temu daging premium diskon langsung deh ambil nasi putih nori minyak wijen wijen aduk sapi lada hitam,Positif
2372,nama guna eh serius dijepang habis kontrak alah artis korea pop sosor gila ya sayang duit hambur in tidak jelas atur sekali pamer,Negatif
2373,beli makeup cocok bikin beruntus jerawat obat nya berharihari ya begitu bikin pilih sekali makeup trauma muka sensitif,Negatif
2374,risiko kerja tidak ada teman single fighter bawa barang bolakbalik tidak ada pegang tangga tidak ada teman obrol but like my job,Negatif
2375,suka happy hati bikin pasang bahagiaitu romantis,Positif
2376,he kamuuhhh moga jauh putus bodoh selamat jalan ibadah puasa,Negatif
2377,capai pulang ada takut hati masingmasing,Negatif
2378,sayang orang tua taat allah orang tua dihappyi allah sayang allah sebenarbenar balas orang tua,Positif
2379,amal salah salah berbondongbondong orang amal ya muqollibal qulub tsabbit qolbi alah diinik,Positif
2380,haechan sayang sayang bagi pribadi tenang sayang suka kompre uniform resource locator,Positif
2381,nama guna sekali sih tidak mau ajar sejarah sejarah dunia ya puter di situ miris orang anggap saudi us kubu berangan,Negatif
2382,eh dengar lagu playlistnua shuffle kangendewa kamucoboyjr kahitnamantan indah kangen mantan indah hiyak,Negatif
2383,nama guna guru ada nih nyumpahin kerja ya balas dosa kurang sayang eh,Negatif
2384,nama guna nama guna puasa suci bersih junub puasa boleh sperma puasa,Negatif
2385,nama guna nama guna tolong cek resi nopesanan rm barang dipickup status kirim driver wari handphone sensitiveno tolong pickup ulang tindak driver nakal terima kasih,Negatif
2386,souma habis yowamushi habis nontonin anime didonlot tonton dek mega bosan drama korea,Negatif
2387,ada ketakuan sendiri lihat recent baru line takut tiba tiba ada oramg ganti posisi ava status,Negatif
2388,kabar sayang,Negatif
2389,bayar upah pkt ds madurejo pasirian lumajang masyarakat senyum bahagia tppijatim nama guna nama guna uniform resource locator,Positif
2390,saran dprri terbit undang undang atur hukum mati umur hidup koruptor nilai rupiah sama ada efek jera koruptor ada toleransi,Negatif
2391,manusia fobia sempit sesak lihat selamat anak anak jebak thailand doa merinding menang gidik lihat medan,Negatif
2392,nama guna nama guna haha anjir takut muka penuh rambut rambut halus numbuh gara gara aloevera,Negatif
2393,ada gencar motivasi bukti cinta orang tua anak guru murid kawan sahabat mensupport cinta serah motivasi intrinsik utama bentuk niat gerak,Positif
2394,nama asa tidak bisa bohong bikin jatuh cinta bikin nyaman orang beda cewek cowok selamat sore lupa minum minum yakult uniform resource locator,Positif
2395,siangaku mimpi bang tomidi mimpi bang tom akrabbngtsampebang tom ngerangkul pundak eratbngtapayaarti mimpi,Positif
2396,efek pilih umum toksik toksik hasil ubah religius tobattp ya paranoid penuh benci sih,Negatif
2397,salah overthinking takut cemas stres degdegan parno kena sakit gitugitu siklus,Negatif
2398,my boy is too handsome really cintaee him sih gemeshhh bawel sekali sih mau sayang sekaliii sekoyaaah pintar erti ajak obrol hihi uniform resource locator,Positif
2399,tebak tebak budi ikan ikan bentuk segitiga aisya ikan sepat budi ayy aisya desak penasaran budi iiikancut luuu nb hening detik tertawa malu wkwk,Positif
2400,askmf hai ada terima um undip pas regist online enggak bisa login teman ku login takut,Negatif
2401,muhammad ali tinju muslim baik manusia baik era modern teguh prinsip lembut gemar,Positif
2402,paman nya kemarin ada pria paruh baya hampir nya bawa papan nama tulis nama mas jefry nya ragu takut salah orang,Negatif
2403,nama guna dipermasalahakan kelola dana zakat gubernur kelola ada uniform resource locator,Negatif
2404,oh tuhan ku cinta ku sayang rindu utuh cinta di hati,Positif
2405,idm my ketemu teman sekolah dasar pas sekolah dasar kejar surat minggu asdfghjkl sekali takut aduh jaman sekolah dasar erti coba,Negatif
2406,nama guna pagi masuk webnya jadwal jam masuk webnya connection internet lancar solusi uniform resource locator,Negatif
2407,untuk pasang ajak bicara erti maklum sembunyi definisi romantis versi,Positif
2408,putri cium katak rubah pmarahan tampan cium bantal seriap malam tidur harap benarbenar ubah cinta,Positif
2409,mbak kos suka ribut bodigardnya vela suka muterin halaman indekos mon maaf nih ya mbak teman tidak ada muterin halaman kos suara motor gede,Negatif
2410,gilasih lihat truk gede isi orang teman bilang truk isi orang tengah mayat asli merinding sekali pas maghrib coy seram habis,Negatif
2411,nama guna nama guna nama guna nama guna nama guna nama guna nama guna butuh nyaman betah paling,Negatif
2412,sungguh indah cipta sang tuhan pesona garis senyum manis sayang,Positif
2413,bos andal gm bu amel santosodebora,Positif
2414,nama guna maaf nih min paket sekali ya butuh sekali kejar berangkat kemarin gempol pasuruan kota,Negatif
2415,nama guna juta sayang juta ketemu juta kangen pokok juta bikin beli stuff stuff tonton konser wkwk,Positif
2416,cowok suka serius cewek usaha suka cewek ya usaha suka orang tua cewek hehe,Positif
2417,langsung blusuk presiden jokowi simpul citra kerja pimpin ayom rakyat,Positif
2418,cantik nama guna langsung tidur ya balas mentabnya besok peje kasih cok cok sayang baby,Positif
2419,nama guna anak tetangga main mercon sore malam jedar jedor suara marah anak ya sudah istighfar mercon dekat,Negatif
2420,nama guna huhu gemesssss bangeeeettt sayang astagaaaaaahhh erti gueeeee ada umum libur huhu,Positif
2421,repot baca dimengertinahh di situ timbul salah paham selektif argument papa selagi nalar jalur jalurkalo jalur langgar,Negatif
2422,selamat subuh jiwa rasa teduh keluar titik ketik titik ada hati,Positif
2423,nama guna oh iya selamat tinggal deh he nih mapan kawin hidup enak ajar manage duit pesan pria anak be right back kill myself,Negatif
2424,nama guna syarat budak cinta baejin ku sayang wan na one membernya janji buang barang barang apa wan na one uniform resource locator,Positif
2425,ada pancasila anti politik orang hidup negara demokrasi sistem politik politikus cepat erti tingkat apatisme masyarakat politik kian tinggi korupsi ingkar janji,Negatif
2426,takut mahasiswi aman bilang waswas ada suami nya anak lakilaki tuan rumah takut apa wkwk,Negatif
2427,happy birthday moga cantik sayang kakak yhaa cinta yu,Positif
2428,tak tau twit support bilang terima kasih member bangtan sayang army sayang bangtan pecah belah ya kuat sayang maaf army army benci,Positif
2429,kenal ada hubung saudara kenal temu saudara keluarga cinta nasa,Positif
2430,sayang akuuuu gede sekali sih kamuuuu asa ya asa kemarin lahir gede bawel sekali,Positif
2431,aku tebak seno tuti pagi kait ikhlas ikhlas coba pikir abai sikap ikhlas diam,Negatif
2432,teman beli handphone online batam trf hubung bea cukai handphonenya tidak bisa bilang bm bayar jam sore polisi eh benar trf teman modus tipu barang uniform resource locator,Negatif
2433,coba romantisbiar kata ldr anjir motor jam henti cepat wkwk jam bolakbalik rumahunj kali istirahat uniform resource locator,Negatif
2434,nama guna harga sepatu juta bicara rakyat miskin harga sepatu juta upah minimum regional rakyat bicara miskin rakyat,Negatif
2435,daun jatuh benci angin biar jatuh lawan ikhlas hidup terima terima indah,Negatif
2436,hadap dosen dichat ngeread saja responnya sekali bingung takut salah langkah,Negatif
2437,ku syukur detik lewat ada pahit manis asam cerita step baik hidup moga amin,Positif
2438,mu mandang orang jerawat sih habis kali tes universitas obrol takut nyaman jerawat teman pikir tolong saran ya,Negatif
2439,nama guna gubernur jakarta trotoar pejal kaki rapi jadi dagang jalan kaki satrio pedestrian sungguh nyaman,Negatif
2440,nama guna iri sayang tindak apa diam tidak sayang mereke hehe,Negatif
2441,serius player troll player toxic player noob game vainglory maaf jancuk neraka bangsaaaaat,Negatif
2442,cinta hebat hebat dunia kawin doa tutur cinta citacita capai,Positif
2443,main maghrib subuh bodoh lupa kosongin jadwal konsisten bicara saja gampang ya laks ngelakuinnya susah coba susah biasa tagih,Negatif
2444,cinta of my life my first son my spirit my reason to face the world besok anak mama mulei sekolah pengalamam tualang teman miss,Positif
2445,serius takut botak gara rontok parah pas potong rambut salon mbambanya suruh periksa dokter takut ada rontok parah sekali akar kuat,Negatif
2446,akhrnya suami tobat berani saksi tntng kelam sabar istrnya langsung main cerai mmbalas prbuatan suami,Positif
2447,lihat abang begitu tidak mau teman pas kuliah niat banyak teman takut sekali takut,Negatif
2448,ada rapi rambut habis bangun tidur nih cantik ya mantap betul febby nathania elvarette teman kebo uniform resource locator,Positif
2449,sunda kelapa alhamdulillah habis tarawih masjid agung sunda kelapa nikmat rekaat nikmat baca imam mantap masjid sembah gubernur ali sadinin masyarakat jakarta yuk coba tarawih gubernur nama guna wakil gubernur nama guna uniform resource locator,Positif
2450,kakek nenek stop keluarga pelit tradisi sebar uang nyawer tunjang hari raya jenis rendah martabat manusia sih terima,Negatif
2451,jenuh konsentrasi bikin arah ya,Negatif
2452,seram grup whatsapp keluarga isi sharing hadis ayat alquran grup whatsapp lingkung paroki gereja seram salah reply,Negatif
2453,papa mama telpon ada tahu papa mama telpon,Positif
2454,hijab tanda bukti kasih sayang allah subhanahu wa taala wanita allah subhanahu wa taala cipta wanita indah sempurna gantung wanita jaga indah allah hancur indah uniform resource locator,Positif
2455,cinta cinta sayyidina ali karromallahu wajhah tidur ganti rasulullah,Positif
2456,niat hati regis sim card selesai masuk nomor nik eh ada nomor kakak goblok kakak pegang simpan kakak,Negatif
2457,next hidup keluarga ario bayu aka komandan tim alpha ganteng kacamata hitam viral media sosial ya keluarga bahagia little daddy girl,Positif
2458,bahagia sama tiap detik ku ku ingat bayang ada muncul wajah indah sayang ku rindu sayang cinta hadad sayang malam hadad sayang,Positif
2459,lini masa bahas kuota away kemarin ingget away ada kuota solo nekat berangkat di sini berangkat asyik kuota kasih kuota moga cepat ricuh uniform resource locator,Positif
2460,am sayang coba kamu peduli di sini suka tunggu,Negatif
2461,nama guna baca doa mimpi jin suka hehe seram ya takut wkwk,Negatif
2462,ngejalanin usaha lika liku uni konsumen prinsip penuhin minta will do it aneh,Positif
2463,agustus jadwal pulang teman meni agenda jalan bareng rekan kantor pilih samasama gimanaaaaaaaaa jarang sekali temu pas hati,Negatif
2464,nama guna jujur iya takut takut ciduk pas naikturun mobil om driver ojek online takut beliau lihat,Negatif
2465,tema photo putri popok tidur siang haha halo nya photo kimora nama guna posting kimora lahir mohon doa ya terima kasih,Positif
2466,kadang rezeki hitung ada investasi sosial daftar timbang rasional niat lagi pula anjur rasulullah,Positif
2467,ahok buiistri kangkang orang tujuh kjatuhan pohon plastik kasihan nasib,Negatif
2468,doa negeri kudulukan ketimbang laeeen percaya doa untuk makbul ketimbang doa diri wkwk jidatmunaaaay,Positif
2469,ajar akun instagram kerap memposting foto seronok wajar mpe vulgar perhati seringkali sih milik akun cuek nya kalimat jorok muncul justifikasi nglakuin cat calling dunia nyata wajar,Negatif
2470,maha dahsyah allah cipta mimpi detail hinggal tanggal detak jantung bangun takut asal mimpi,Negatif
2471,bilang bude takut usir kucing rumah sepupu gendong sih kucing nganga batin ya allah moga depan hubung kucing,Negatif
2472,haji puncak sempurna islam rab pantas diri sambut panggil asrama haji pondok gede uniform resource locator,Positif
2473,takut foto anak pakai flash blits sadar bahaya kena cahaya langsung mata mama foto ya anak,Negatif
2474,fokus hidup in the end milik kasih salah titik hidup initerus cewek never ever sayang,Negatif
2475,jadi sekali pulang nongkrong stasiun manggarai jam an lumayan ramai teman cewek pas tangga desakdesakan pantat pegang cowok adu,Negatif
2476,lovelaws tt paham mbak gitaris warpaint keren sekali dengar album mirip exposing her romantic side nya jir hasil sekali vibe nya fierce vurnerable seducing at the time suka lagu cinta leaks ive been fine uniform resource locator,Positif
2477,sumpah ngechat kokohiko ku balas cepat kilat balas kesal ya ya dichat pikir mana dapaya nih hilang iko sugus sebal,Negatif
2478,ya nama cinta ada cinta sekali cinta lumayan cinta cinta tidak pisah ya nama cinta ngeplanning besok cinta persen,Positif
2479,ya sudah pokok terima kasih pilih kapel terima kasih percayasayang sabar sayang moga langgeng tanggal ya maaf idam but ill try it,Positif
2480,gantung financial suami terkdg pikir ke depan slmanya hidup slmanya duit siap anak sekolah biaya bengkak gilir kerja izin erti mirip,Negatif
2481,mandiri finansial langkah dewasa anggap dewasa makan beli pulsa handphone orang tua milik kerja layak hidup,Negatif
2482,cuci termos ala orang malas isi penuh air didih tutup rapat menit buang air isi termos air es termos,Positif
2483,nama guna deg an baca tuju takut berani besok cepat tugas aman ya,Negatif
2484,malam pakai baff kaos tangan sepatu lengkap mirip riding duduk di depan kasir habis sahur tunggu teman bayar kasir biar selese bayar langsung pergi eh ojek online tunggu order warung ntaps mas,Negatif
2485,bahagia sederhana sibuk cantik raga milik fana lokasi sungai susu ndalem mejagong randudongkal malang nama guna nama guna nama guna uniform resource locator,Negatif
2486,cinta penuh harga ada cinta senyum diri,Positif
2487,nama guna nama guna terkadang jemput waktuwaktu tinggal peluk takut pisah,Negatif
2488,beeuughhh jaman duluuuu parno bayang lihat tukang cukur sih rambut laki pakai pisau ituloh langsung bayang pisonya pakai ramai darah kena steril uniform resource locator,Negatif
2489,paksa sih kerudung sekolah dasar sayang mama kelas bentar lulus beli baju,Positif
2490,nama guna nama guna nama guna korban leceh ada pakai seragam sekolah pakai baju kantor pakai jubah lengkap niqab nya ya dasar otak selangkang beres perempuan salah alas pakai,Negatif
2491,rajin salat pintar masak cepat ketemu cowok gebetannya umm masmas lebay batin,Negatif
2492,balik cewek percaya pasangannyaada ragu takut hilang milik kurang di luar,Negatif
2493,hikssss nama guna daerah jalan jambon kodya yogyakarta mati listrik malam mati listrik oh kota listrik mati,Negatif
2494,nama guna nama guna perintah layan rakyat tugas rakyat sejahtera aaaahhh biar allah subhanahu wa taala azab sebentar in allah subhanahu wa taala uniform resource locator,Negatif
2495,tipe orang takut sekali kadang kos ada parno takut mirip ada nih nih biar orang takut ruqiyah uniform resource locator,Negatif
2496,puasa asa sekali khusunya salat tarawih aji hitung jari kali rasa,Negatif
2497,jatuh cinta tidur pikir bikin bahagia karuan dekat pacar samasama indah beda sensasi jatuh cinta dekat gemas degdegan ketemu malumalu kucing kangen,Positif
2498,nama guna nama guna tidak ada ungkap bikin nyaman iyaiya baik manis gemesinnya marah ketealuan wmwkwkwk sayang dika,Positif
2499,pandang matagenggaman tanganpelukan hangatada definisi cinta pasanganada paham berbedaada erti berbedamungkin terlukatapi buat henti cari cinta perfect cinta,Positif
2500,detik jatuh cinta kali mustahil henti cinta detik seo in cinta rain,Positif
2501,tenganan festival festival pariwisata unggul karangasem milik tagline janji uni adat tradisi budaya adiluhung live event tradisi perang pandan dunia,Positif
2502,kopi semangat kerja yuk aktivitas,Positif
2503,sakit pilek papa khawatir kadang bentak bilang minum air dingin beda mama perhati nasihat lembut tahu pala khawatir ada,Positif
2504,kaki alas setapak tanah kepala ratap langit kelam kasih sejati sunyi gelap ingin,Negatif
2505,mirip jam sesi orang korea ciesampe pakai dramain biat sambung erti temu padan korea lupa bahas koreanya hahahhaa uniform resource locator,Positif
2506,baca ada oknuum bikin bakar madam bakar dihalanghalangin seremserem ibu kota seram,Negatif
2507,ku laku dasar cinta mu kasih ku,Positif
2508,cinta erti rasa cinta wajah nan rupawan cinta erti,Positif
2509,jam trans yoyakarta jalan kaliurang dd bandara trans ada ada sumpah suka sekali layan masmasnya ramah senyum sungkan ajak obrol tumpang salut nama guna,Positif
2510,somplak ya kak haha unjukin orang kantor usaha yakin flat earth inihhh baca alon alon ya mas,Negatif
2511,kangen panggil nama sekali dengar panggil kangen wkwk jaman sih ada teman teman sok akrab panggil geli kangen,Positif
2512,fisik cinta cinta,Positif
2513,pikir apa sih bel sok baru biar ikut viral hem tidak apa apa di sini tidak retweet orang reply this thread ya artis mirip orang mirip mirip ya hak marah dilecehin,Negatif
2514,di saat butuh uang biaya uang semester hidup orang mengerutka kening papa papa usaha keras cari jalan anak teman teman,Positif
2515,wozniacki out daria kasatkina lhoomainnya gendeng super kencang tampar hebattt good luck,Positif
2516,woi piyik ku asai nanami sayang ku cinta ya allah bangga diri mu sayang ya allah deep voicenya bagus sekali ya allah ya allah lucu sekali manusia uniform resource locator,Positif
2517,relationship goals mirip sih jujur ya ya each other cinta sayang kompromi ngehargai butuh paham ngelindungin,Positif
2518,kaget sapa takut sadar samar,Negatif
2519,bilang heiiii nyaplok duit hak orang ingat iur badan selenggara jamin sosial sekian layan dibantuin iur pesertapeserta mbok,Negatif
2520,tahan ada sanggup lepas maha perkasa maha bijaksana qs al fatiir,Positif
2521,nama guna no no no dongss orang pesona anggap diri cantik orang anggap cantik sudut perspektif cantik mesti ai,Positif
2522,senin qerja lembur kuda hati hati guys kendara motor cek helm nya ada serangga laba laba kecoa,Negatif
2523,bayang ya suka paksa suka sih aduh mirip drama suka ya biarpun duit suka suka iya sih,Negatif
2524,spontan nyala flash handphone cari tissue lap lupa senter kamar sejajar lokasi tetes ada lihat hasil lap tisu parno pas braniin lihat untung ya air flu nyium bau,Negatif
2525,me gila ya orang hujan deras lapang tonton ambil jaket buka payung fokus tonton teman gila rela terbang jktparis tonton tennis me hati iya ya,Negatif
2526,datangdatang anak batita sambut sumringah peluk tempel menit ngetuk kamar mandi imo mandi jemur handuk takut pergi peluk lepas cinta senang,Positif
2527,kisah blusuk presiden jokowi ikut beliau masyarakat salam dengar rasa menindaklanjuti kait satu selesai,Positif
2528,nama guna cinta butuh korban korban cinta pudar wejang mbah nama guna,Positif
2529,ngeri laut lepas which is tengah hampar luas sekali air saja ngeri abiiiss erti fobia ada trauma laut lepas aneh ngeri asli,Negatif
2530,nama guna nama guna nama guna budaya cari baca ya kali uniform resource locator,Negatif
2531,oppa dengar curhatan halhal sekali sayang hatihati tahan,Positif
2532,baik buat tetes air keringat laut,Negatif
2533,orang tua ya anak ada sayang sekali juang mati an anak capai pulang kerja pulang kembang anak,Positif
2534,ahli cewek sayang sekali tahan juang tahan sakit hati sabar setia,Positif
2535,sabar bahagia hati sadar tuhan,Positif
2536,rasa cinta indah tahu tiada cinta indah cinta kasih sayyidina muhammad saw bibir bershalawat beliau hati getar papar cinta tepi sang nabi tulus suci lekang kiamat,Negatif
2537,selamat tanggal sayang sayang ya bosan moga smsm ya tanggal cinta,Positif
2538,pindah on foto foto cerita coba face filter hengpong syanggih diajeng astri eka pertiwi tidak ada orang tidak usah cari,Positif
2539,selamat ulang dek zein moga umur pintar cerdas anak sholih bakti orang tua nusa bangsa uniform resource locator,Positif
2540,beli mrtabak gliran kaki berat lang gra dengar lagu hayah mas mas nya lf mirip nya,Positif
2541,serembaru buka facebook eh ada notifikasi cowok suka nya facebook ngechat jelasplease leave me alone,Negatif
2542,coba sempurna panjang durasi,Negatif
2543,tertawa sekali ya allah next time adakan menang part ya wkwk ih buluk cantik koo iya luvsss,Positif
2544,romantis turut jalankalau jalan kaki biar sisi luarsupaya hindar keserempetselalu jaga,Positif
2545,atm antri lumayan ada nih antre bawa anak sa ecek saldo sih anak intip intip ibu mama mama enam ribu ambil batin iris mental cidera serius,Negatif
2546,ujung nya kopi duit laku layan konsumen ada complain barangjasa jual ya hai mbak barista nama guna gancit,Negatif
2547,miss semangat bawa konser ya terima kasih prjuangannya semangat miss tunggu,Positif
2548,jatuh cinta sekali poni samping sayang senyum rela deh apa jaga senyum wajah by nama guna,Positif
2549,hati harap seseorangmaka allah timpa ke atas pedih pengharapansupaya allah cemburu hati harap diamaka allah halang perkara harap,Negatif
2550,dilakukam landas kasihsayang pribadi suka orang tua didik pukul anak orang,Negatif
2551,nama guna nama guna nasib cash back rupiah pending mohon informasi nya uniform resource locator,Negatif
2552,pret ngabisin tertawa ya ngabisin pikir apa sih,Positif
2553,when sexual harrassment hot topoc media sosial awal yucub opini mbak gitasav skandal gitasav ramai accoun twitter dideactive mbak via vallen blow up chat bule sold out thinking orang bicara,Negatif
2554,oke emosi mirip ya alah tidakbisa control emosi,Negatif
2555,askmf coba deh rasa jatuh cinta diam diam perhati neng diam diam kabar jadi cewek diam diam diam sakit,Negatif
2556,biasa kamar mandi malam hubung kamarmandinya benar pakai kamarmandi kamarmandinya seram im scared,Negatif
2557,kemarin habis sulam alis tebal mirip sincan hasil luka ering peel off hasil mirip bulu alis alami moga iya siasia whatsapp tahan sakit jauhjauh kelapa gading uniform resource locator,Negatif
2558,hidup sekali simpang bingung arah sisi hidup bebas sisi pikir bebas orang,Negatif
2559,tinggal sakit sayang ada ya hai icintayou sayang,Positif
2560,cerita dengar lagu sambungin speaker shufle lagu suga kaget suga desah takut orang rumah pikir gugup lari ngecilin volume keras suara cus mati deh,Negatif
2561,acara kota ku ada tim patroli polisi resor tuban tim macan ronggolawe patroli sudut nama guna hehe terima kasih polisi,Positif
2562,ngeri baca ibu bilang sih efek mata mending tidak usah,Negatif
2563,pikir besok pimpin pikir sahur makan harap takjil saur on the road fix tidak sok koar koar deh gonta ganti pimpin xixixi,Negatif
2564,eling sih nih cepat kilat lambat sekali instagram refresh twitter nih bosan nomor terus lambat nama guna,Negatif
2565,tidur main handphone kasur goyang malam tidur kamar adaptasi huni kamar takut doa baca ayat kira ada makhluk ganggu tidur,Negatif
2566,aduh senang ya mirip senang realitanya balik sediiiihhhh,Negatif
2567,nama guna iya sayang sekali sumpah episode bawain lagu gacocok tampil hidden gem sekali,Negatif
2568,hem kadang analisis takut bablas halu lelah duga duga soonhoon asli imajinasi,Negatif
2569,level kangen tinggi cewek suka ambek ambek kangen kangen sayang cowok kadang peka,Negatif
2570,rawat cinta butuh sabar kalah memahamidan rangkul marah tahan betapa indah apa lalu jelek apa ada syukur milik,Positif
2571,tolong telusur tangkap ratus duga teroris puluh tembak mati tangkap uniform resource locator,Negatif
2572,paksa kemarin mati gara cicil hari rbhari cicil lebaran rbhr dapetnya juta biji berat istri usaha bareng nama usaha ada pasang surut mapan megapmegap,Negatif
2573,nama guna nama guna tolong maksud bukti guna resi transaksi transaksi transaksi supplier ada double resi,Negatif
2574,kemarin ganti ava susah,Negatif
2575,nama guna presiden atur dukung pribadi bicara media edar video apresiasi islam nusantara,Negatif
2576,mama kuat manja cengeng dulunya urus orang tua anak anak perhati sekali sayang sekali mama,Positif
2577,bilang kesini khawatir votenya trainees bagus bingung pilih kecuali fan trainee tebak debut,Negatif
2578,kayak isi materi acara fortasi tiba tiba ada hubung muallimin materi uzur dunia ipm,Positif
2579,pakai gamis kerudung kereta listrik gerbong campur tatap ada cowok pulang mana neng rumah di mana ajagak cowok plus teman nya ngeledek in,Negatif
2580,tuhan rancang rencana baik syukur apadanya susah happy always spirit,Positif
2581,enggak paham tempat mirip takut ada cowocowo dekat basabasi sapa bilang assalamualaikum degdegan mati ya allah,Negatif
2582,tipe cewek pacar kandas tengah jalan pikir cinta ya cinta alas syarat,Negatif
2583,nama guna apa takut hewan trauma gigit habis rumah sakit gara gara racun gigit anak buset langsung pusing lemas hewan langsu,Negatif
2584,cinta negeri pemuda mengobankan tempur mati mati medan perang cinta bangsa sedia lepas senjata henti tempur,Positif
2585,senyum tertawa tantang senyum tertawa lepas sulit usaha,Positif
2586,dinasehatin suruh buka hati cowok pelan pelan cuek sekali temu cocok lagi senang lihat pacar pas lihat tengkar malas,Negatif
2587,foto bikin ngeri alami merinding mati ada mata,Negatif
2588,orang gosip gibah beda laku lelah sampah tempat percaya sengaja sampah media sosial niat hancur,Negatif
2589,heunggggg sayang sekali nenek like ngunjungin rumah mirip ada pergi sekolah les main ngunjungin rumah nenek belah rumah,Positif
2590,nama guna ya pakai shopee sih trauma euy tipu ratus ribu coba kartu tanda duduk real rekening atmnya tipu tinggal lapor polisiiya sih,Negatif
